food_id,food_name,category,subcategory,region,serving_size,calories_kcal,protein_g,carbohydrates_g,fat_g,fiber_g,free_sugar_g,sodium_mg,calcium_mg,iron_mg,vitamin_c_mg,folate_ug,source
IND-0544,Broccoli chicken ala king,Indian Food,,India,Source basis not specified,119.56,7.97,5.34,7.57,1.92,2.49,104.01,73.36,0.78,79.81,105.46,Indian Food Nutrition dataset provided by user
IND-0545,Ginger chicken,Indian Food,,India,Source basis not specified,129.17,8.24,5.6,8.24,1.21,1.95,365.86,18.41,0.96,49.96,64.3,Indian Food Nutrition dataset provided by user
IND-0546,Chicken sweet and sour,Indian Food,,India,Source basis not specified,445.09,6.92,2.67,47.59,0.58,0.89,1809.94,21.98,0.93,37.78,50.11,Indian Food Nutrition dataset provided by user
IND-0547,Chicken korma,Indian Food,,India,Source basis not specified,147.96,9.83,5.43,9.67,1.82,3.32,119.21,68.66,1.06,10.02,58.86,Indian Food Nutrition dataset provided by user
IND-0548,Bengal fish curry (Bengali machli curry),Indian Food,,India,Source basis not specified,109.43,7.26,4.42,7.03,1.93,2.39,76.38,44.44,0.85,9.39,46.45,Indian Food Nutrition dataset provided by user
IND-0549,Fish finger,Indian Food,,India,Source basis not specified,542.9,5.66,4.47,55.82,0.34,0.17,103.55,11.38,0.38,14.13,34.81,Indian Food Nutrition dataset provided by user
IND-0550,Fish in coconut milk (Nariyal ke doodh ke saath machli),Indian Food,,India,Source basis not specified,86.21,8.66,2.73,4.43,1.52,1.55,73.93,21.94,0.91,10.71,38.0,Indian Food Nutrition dataset provided by user
IND-0551,Prawn curry (with coconut) (Jhinga curry),Indian Food,,India,Source basis not specified,109.55,8.54,3.1,6.93,1.56,2.03,375.86,37.25,0.96,3.72,43.62,Indian Food Nutrition dataset provided by user
IND-0552,Baked stuffed fish,Indian Food,,India,Source basis not specified,121.96,16.14,2.12,5.43,0.38,0.35,74.36,18.8,0.35,13.01,67.06,Indian Food Nutrition dataset provided by user
IND-0553,Fish pie,Indian Food,,India,Source basis not specified,120.9,9.25,7.74,5.77,0.76,1.13,101.8,36.15,0.46,27.02,37.04,Indian Food Nutrition dataset provided by user
IND-0554,Crispy baked fish,Indian Food,,India,Source basis not specified,138.4,10.95,9.59,6.41,1.21,1.53,192.42,60.04,0.55,16.97,46.78,Indian Food Nutrition dataset provided by user
IND-0555,Fish souffle,Indian Food,,India,Source basis not specified,139.71,10.51,5.14,8.55,0.19,2.09,92.45,63.87,0.59,2.41,45.24,Indian Food Nutrition dataset provided by user
IND-0556,Potato curry (Aloo ki sabzi),Indian Food,,India,Source basis not specified,89.56,1.52,10.42,4.47,2.42,1.58,78.4,23.74,0.97,42.18,35.58,Indian Food Nutrition dataset provided by user
IND-0557,Egg curry (Anda curry),Indian Food,,India,Source basis not specified,117.52,5.38,4.03,8.81,2.09,1.9,142.12,41.59,1.52,19.03,44.73,Indian Food Nutrition dataset provided by user
IND-0558,Vegetable curry with coconut,Indian Food,,India,Source basis not specified,83.07,2.77,7.19,4.66,3.35,1.41,43.4,19.63,0.95,69.6,87.67,Indian Food Nutrition dataset provided by user
IND-0559,Curd with potatoes (Dahi aloo),Indian Food,,India,Source basis not specified,59.9,1.56,7.15,2.72,1.19,1.82,51.99,36.36,0.47,42.93,44.72,Indian Food Nutrition dataset provided by user
IND-0560,Potato kofta curry (Aloo kofta curry),Indian Food,,India,Source basis not specified,455.4,0.56,2.78,49.08,0.56,0.63,30.12,7.77,0.26,46.64,48.57,Indian Food Nutrition dataset provided by user
IND-0561,Yam kofta curry (Zimikand/Suran kofta curry),Indian Food,,India,Source basis not specified,322.88,0.71,3.75,33.84,1.04,0.63,42.22,8.35,0.31,36.07,43.47,Indian Food Nutrition dataset provided by user
IND-0562,Jackfruit kofta curry (Kathal ka kofta curry),Indian Food,,India,Source basis not specified,321.08,0.8,3.17,33.83,0.96,2.4,40.04,11.36,0.24,27.49,63.24,Indian Food Nutrition dataset provided by user
IND-0563,Spinach and potato (Palak aloo),Indian Food,,India,Source basis not specified,57.17,1.63,5.91,2.82,2.04,0.93,62.46,43.67,1.59,78.73,242.0,Indian Food Nutrition dataset provided by user
IND-0564,Mooli bhujia,Indian Food,,India,Source basis not specified,91.2,1.69,4.74,7.25,2.36,1.07,89.73,131.88,2.37,80.77,75.87,Indian Food Nutrition dataset provided by user
IND-0565,Bathua bhujia,Indian Food,,India,Source basis not specified,90.9,2.26,3.63,7.29,3.8,1.08,81.99,165.84,2.36,66.6,71.68,Indian Food Nutrition dataset provided by user
IND-0566,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Indian Food,,India,Source basis not specified,142.48,8.21,6.09,9.36,1.84,1.26,118.05,31.54,0.98,12.69,19.01,Indian Food Nutrition dataset provided by user
IND-0567,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Indian Food,,India,Source basis not specified,124.63,5.76,7.03,8.17,2.35,3.81,123.98,29.82,0.95,26.91,34.04,Indian Food Nutrition dataset provided by user
IND-0568,Dry arbi (Sookhi arbi),Indian Food,,India,Source basis not specified,134.95,2.12,11.11,8.97,2.47,1.55,81.25,22.77,0.68,8.11,32.76,Indian Food Nutrition dataset provided by user
IND-0569,Masala arbi,Indian Food,,India,Source basis not specified,185.38,3.01,16.16,11.9,3.1,0.81,261.31,32.08,0.99,1.9,20.12,Indian Food Nutrition dataset provided by user
IND-0570,Peas brinjal bhartha (Matar baingan bhartha),Indian Food,,India,Source basis not specified,84.55,2.05,5.02,6.05,3.63,1.57,63.65,19.63,0.63,27.86,82.49,Indian Food Nutrition dataset provided by user
IND-0571,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Indian Food,,India,Source basis not specified,110.81,1.83,4.5,9.27,3.57,1.42,92.78,67.88,0.88,29.07,85.27,Indian Food Nutrition dataset provided by user
IND-0572,Crispy okra/Crispy lady's fingers (Karare bhindi),Indian Food,,India,Source basis not specified,657.76,1.91,4.35,70.4,1.75,0.26,40.42,27.61,0.56,18.14,90.04,Indian Food Nutrition dataset provided by user
IND-0573,Beans foogath,Indian Food,,India,Source basis not specified,105.06,2.03,3.26,9.22,4.15,1.7,81.22,44.2,0.95,6.36,86.05,Indian Food Nutrition dataset provided by user
IND-0574,Stuffed bittergourd (wet) (Bharwa karele),Indian Food,,India,Source basis not specified,162.36,1.36,4.68,15.24,2.86,1.95,360.09,17.25,0.91,46.93,63.07,Indian Food Nutrition dataset provided by user
IND-0575,Jackfruit/Kathal (dry),Indian Food,,India,Source basis not specified,488.97,0.93,4.56,51.78,1.33,3.55,33.68,12.79,0.33,21.72,55.34,Indian Food Nutrition dataset provided by user
IND-0576,Yam fried (Zimikand/Suran fried),Indian Food,,India,Source basis not specified,491.76,0.79,5.47,51.79,1.44,0.8,37.07,8.11,0.43,30.3,35.57,Indian Food Nutrition dataset provided by user
IND-0577,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Indian Food,,India,Source basis not specified,95.67,2.75,8.23,5.54,3.26,1.47,86.29,21.05,0.98,53.51,60.04,Indian Food Nutrition dataset provided by user
IND-0578,Vegetable jalfrezi,Indian Food,,India,Source basis not specified,68.48,1.4,5.43,4.38,2.97,1.79,79.46,27.11,0.68,26.08,28.48,Indian Food Nutrition dataset provided by user
IND-0579,Vegetables stir fry,Indian Food,,India,Source basis not specified,30.78,1.04,3.19,1.47,1.37,0.86,55.0,13.3,0.34,38.17,61.93,Indian Food Nutrition dataset provided by user
IND-0580,Broccoli delight,Indian Food,,India,Source basis not specified,40.7,2.49,2.34,2.48,2.83,1.08,59.26,26.99,0.71,79.0,97.64,Indian Food Nutrition dataset provided by user
IND-0581,Dhansak (vegetarian),Indian Food,,India,Source basis not specified,82.8,3.32,7.28,4.18,4.17,0.91,34.18,26.4,1.26,13.25,45.12,Indian Food Nutrition dataset provided by user
IND-0582,Cauliflower basket,Indian Food,,India,Source basis not specified,90.95,5.21,3.97,5.88,2.4,1.47,194.22,100.19,0.92,71.55,88.46,Indian Food Nutrition dataset provided by user
IND-0583,Stuffed bottle gourd (Stuffed ghiya/lauki),Indian Food,,India,Source basis not specified,93.19,5.84,4.36,5.8,1.18,1.52,106.99,71.83,0.66,9.01,92.91,Indian Food Nutrition dataset provided by user
IND-0584,Ducheese potato,Indian Food,,India,Source basis not specified,140.54,3.6,10.94,9.01,1.29,0.29,103.85,18.1,0.76,7.23,8.71,Indian Food Nutrition dataset provided by user
IND-0585,Roast potatoes,Indian Food,,India,Source basis not specified,87.32,1.53,14.52,2.35,1.71,0.33,90.67,10.38,0.57,17.36,11.66,Indian Food Nutrition dataset provided by user
IND-0586,Stuffed baked potatoes,Indian Food,,India,Source basis not specified,100.2,3.82,11.03,4.39,1.31,0.4,92.09,25.72,0.81,18.77,23.25,Indian Food Nutrition dataset provided by user
IND-0587,Potato nests,Indian Food,,India,Source basis not specified,111.62,5.71,11.05,4.77,2.49,1.41,182.12,55.25,0.87,37.47,49.55,Indian Food Nutrition dataset provided by user
IND-0588,Parsley potato,Indian Food,,India,Source basis not specified,119.51,1.49,13.81,6.28,1.59,0.34,4.62,11.43,0.55,23.82,16.5,Indian Food Nutrition dataset provided by user
IND-0589,Creamed spinach and mushroom,Indian Food,,India,Source basis not specified,419.62,2.28,3.17,44.14,1.02,1.17,90.21,65.49,0.9,48.37,234.02,Indian Food Nutrition dataset provided by user
IND-0590,Fricassee of Mushroom,Indian Food,,India,Source basis not specified,106.66,3.65,8.13,6.63,1.23,2.51,118.98,84.97,0.36,39.68,37.46,Indian Food Nutrition dataset provided by user
IND-0591,Cauliflower au gratin,Indian Food,,India,Source basis not specified,145.9,4.45,9.13,10.2,1.44,3.01,164.96,119.69,0.57,50.15,69.55,Indian Food Nutrition dataset provided by user
IND-0592,Vegetable and cheese pie,Indian Food,,India,Source basis not specified,126.88,4.03,8.76,8.28,1.91,2.69,117.99,99.48,0.58,55.0,104.25,Indian Food Nutrition dataset provided by user
IND-0593,Spinach souffle,Indian Food,,India,Source basis not specified,150.18,7.36,6.27,10.52,1.44,0.89,244.07,133.69,2.15,30.28,172.47,Indian Food Nutrition dataset provided by user
IND-0594,Beetroot and egg salad (Chukandar aur ande ka salad),Indian Food,,India,Source basis not specified,84.92,3.36,3.4,6.45,0.55,1.97,110.12,18.13,0.55,6.0,41.14,Indian Food Nutrition dataset provided by user
IND-0595,Sour cream potato salad,Indian Food,,India,Source basis not specified,121.9,2.89,9.05,8.13,1.21,0.84,102.66,23.25,0.9,37.28,52.99,Indian Food Nutrition dataset provided by user
IND-0596,Tossed green salad,Indian Food,,India,Source basis not specified,49.88,1.33,3.82,3.24,1.33,1.9,65.09,33.71,1.27,58.24,75.97,Indian Food Nutrition dataset provided by user
IND-0597,Spring basket salad,Indian Food,,India,Source basis not specified,160.46,3.36,11.61,11.3,3.09,1.46,26.02,45.65,0.85,70.79,109.53,Indian Food Nutrition dataset provided by user
IND-0598,Cucumber and yogurt salad (Kheere aur dahi ka salad),Indian Food,,India,Source basis not specified,36.13,2.09,4.72,0.93,1.66,2.28,141.73,68.49,0.52,6.74,21.36,Indian Food Nutrition dataset provided by user
IND-0599,Chicken and tomato towers,Indian Food,,India,Source basis not specified,100.55,6.9,2.36,6.99,1.14,1.21,76.02,17.54,0.77,56.69,49.49,Indian Food Nutrition dataset provided by user
IND-0600,Jellied sunshine fruit salad,Indian Food,,India,Source basis not specified,48.86,5.85,4.21,0.85,1.8,2.86,74.2,37.14,0.87,28.75,37.7,Indian Food Nutrition dataset provided by user
IND-0601,Tomato aspic,Indian Food,,India,Source basis not specified,50.37,6.87,5.02,0.26,1.58,3.21,98.17,44.28,1.18,35.87,39.01,Indian Food Nutrition dataset provided by user
IND-0602,Frozen frosty fruit salad (Phalon ka salaad),Indian Food,,India,Source basis not specified,103.51,1.68,15.61,4.17,0.26,14.38,13.23,28.61,0.41,33.45,20.91,Indian Food Nutrition dataset provided by user
IND-0603,French dressing,Indian Food,,India,Source basis not specified,733.77,0.32,3.68,79.65,0.22,3.01,261.13,6.98,0.48,6.42,1.95,Indian Food Nutrition dataset provided by user
IND-0604,Mayonnaise without eggs,Indian Food,,India,Source basis not specified,329.05,2.13,3.98,33.84,0.04,3.68,193.58,75.54,0.27,12.05,18.85,Indian Food Nutrition dataset provided by user
IND-0605,Curd dressing,Indian Food,,India,Source basis not specified,78.8,5.59,8.03,2.9,0.22,7.57,204.62,194.59,0.18,5.34,39.4,Indian Food Nutrition dataset provided by user
IND-0606,Carrot raita (Gajar ka raita),Indian Food,,India,Source basis not specified,64.78,4.14,7.19,2.19,1.69,5.99,274.46,146.72,0.55,7.76,32.0,Indian Food Nutrition dataset provided by user
IND-0607,Pumpkin raita (Kaddu ka raita),Indian Food,,India,Source basis not specified,55.6,3.74,6.02,1.88,1.04,5.48,129.14,130.11,0.33,7.11,31.7,Indian Food Nutrition dataset provided by user
IND-0608,Mint and peanut raita (Pudinay aur moongfali ka raita),Indian Food,,India,Source basis not specified,112.05,7.05,7.31,6.19,1.79,6.17,223.01,191.01,1.68,6.06,44.25,Indian Food Nutrition dataset provided by user
IND-0609,Spinach raita (Palak ka raita),Indian Food,,India,Source basis not specified,52.75,3.95,5.06,1.86,1.39,3.97,126.57,142.96,1.61,32.9,160.65,Indian Food Nutrition dataset provided by user
IND-0610,Bathua raita,Indian Food,,India,Source basis not specified,54.4,4.13,5.31,1.76,2.19,4.11,110.92,206.31,1.46,43.65,61.2,Indian Food Nutrition dataset provided by user
IND-0611,Pineapple raita (Ananas ka raita),Indian Food,,India,Source basis not specified,67.74,3.9,8.62,2.02,1.39,8.12,135.48,134.53,0.27,19.89,27.72,Indian Food Nutrition dataset provided by user
IND-0612,Banana raita (Kele ka raita),Indian Food,,India,Source basis not specified,89.03,4.13,13.51,2.07,1.0,10.11,135.43,133.23,0.31,5.73,27.58,Indian Food Nutrition dataset provided by user
IND-0613,Mango raita (Aam ka raita),Indian Food,,India,Source basis not specified,67.37,3.9,8.23,2.14,0.89,7.87,135.46,136.06,0.34,18.19,59.64,Indian Food Nutrition dataset provided by user
IND-0614,Guava raita (Amarood ka raita),Indian Food,,India,Source basis not specified,64.36,4.19,7.27,2.07,3.0,6.71,135.94,136.93,0.28,108.7,33.5,Indian Food Nutrition dataset provided by user
IND-0615,Grapes raita (Angoor ka raita),Indian Food,,India,Source basis not specified,72.59,3.98,9.66,2.07,0.71,8.51,135.64,134.52,0.26,10.55,22.88,Indian Food Nutrition dataset provided by user
IND-0616,Bottle gourd kheer (Ghiya/Lauki kheer),Indian Food,,India,Source basis not specified,84.07,2.7,10.0,3.86,0.55,9.63,19.62,94.18,0.23,6.2,35.87,Indian Food Nutrition dataset provided by user
IND-0617,Pumpkin kheer (Kaddu ki kheer),Indian Food,,India,Source basis not specified,86.35,2.76,10.44,3.86,0.63,10.12,20.99,95.61,0.24,8.06,26.95,Indian Food Nutrition dataset provided by user
IND-0618,Apple kheer (Seb ki kheer),Indian Food,,India,Source basis not specified,81.3,2.14,11.34,3.18,0.51,10.71,15.86,75.67,0.18,5.82,16.4,Indian Food Nutrition dataset provided by user
IND-0619,Caramel custard (baked),Indian Food,,India,Source basis not specified,122.7,5.11,14.95,5.01,0.0,14.92,44.78,90.59,0.53,3.02,35.21,Indian Food Nutrition dataset provided by user
IND-0620,Vanilla ice cream without egg,Indian Food,,India,Source basis not specified,228.67,2.69,14.21,18.15,0.0,13.45,23.97,81.27,0.1,2.13,9.67,Indian Food Nutrition dataset provided by user
IND-0621,Vanilla ice cream with egg,Indian Food,,India,Source basis not specified,214.85,4.16,11.71,17.02,0.0,11.69,37.72,77.42,0.34,2.13,21.98,Indian Food Nutrition dataset provided by user
IND-0622,Strawberry ice cream,Indian Food,,India,Source basis not specified,215.61,4.15,12.26,16.96,0.0,11.6,37.62,77.08,0.34,2.13,22.0,Indian Food Nutrition dataset provided by user
IND-0623,Chocochip ice cream,Indian Food,,India,Source basis not specified,241.45,4.23,16.75,17.93,0.0,16.08,34.84,73.22,0.51,2.13,24.1,Indian Food Nutrition dataset provided by user
IND-0624,Choconut ice cream,Indian Food,,India,Source basis not specified,273.96,5.04,23.13,18.49,0.51,21.02,29.83,67.38,0.89,2.17,29.32,Indian Food Nutrition dataset provided by user
IND-0625,Pear chocholate sunday,Indian Food,,India,Source basis not specified,183.49,2.08,15.02,13.11,0.07,14.41,16.26,56.67,0.24,3.34,12.72,Indian Food Nutrition dataset provided by user
IND-0626,Chocolate sauce,Indian Food,,India,Source basis not specified,263.2,1.91,43.21,10.39,0.0,42.06,2.8,18.8,1.13,0.0,0.63,Indian Food Nutrition dataset provided by user
IND-0627,Coffee ice cream,Indian Food,,India,Source basis not specified,150.62,3.15,14.09,9.43,0.0,13.35,42.09,95.72,0.15,2.16,7.18,Indian Food Nutrition dataset provided by user
IND-0628,Coffee pear alaska,Indian Food,,India,Source basis not specified,203.99,2.88,19.36,13.22,0.15,16.88,51.11,60.61,0.22,3.48,13.85,Indian Food Nutrition dataset provided by user
IND-0629,Crunchy butterscotch,Indian Food,,India,Source basis not specified,277.32,3.11,19.92,20.99,0.47,17.73,22.24,72.26,0.26,2.13,18.72,Indian Food Nutrition dataset provided by user
IND-0630,Peach melba ice cream,Indian Food,,India,Source basis not specified,200.85,2.06,16.31,14.51,0.06,13.35,17.92,60.55,0.11,2.99,11.79,Indian Food Nutrition dataset provided by user
IND-0631,Vanilla ice cream with apples in hot cherry sauce,Indian Food,,India,Source basis not specified,196.32,1.73,22.75,11.45,0.26,14.19,31.54,56.34,0.16,4.23,10.77,Indian Food Nutrition dataset provided by user
IND-0632,Grape and orange whip,Indian Food,,India,Source basis not specified,57.39,1.41,6.72,2.62,0.97,5.66,14.36,17.4,0.53,34.86,16.85,Indian Food Nutrition dataset provided by user
IND-0633,Honey banana cream,Indian Food,,India,Source basis not specified,125.49,2.78,13.64,6.68,0.7,10.51,15.65,43.52,0.23,16.68,28.45,Indian Food Nutrition dataset provided by user
IND-0634,Raspberry bavarian cream,Indian Food,,India,Source basis not specified,150.1,3.34,17.82,7.88,2.19,15.3,24.59,26.4,0.31,21.41,20.79,Indian Food Nutrition dataset provided by user
IND-0635,Fruit delight,Indian Food,,India,Source basis not specified,107.09,2.09,9.11,7.09,0.09,9.03,17.27,71.69,0.15,7.74,19.39,Indian Food Nutrition dataset provided by user
IND-0636,Creamy chocolate mousse,Indian Food,,India,Source basis not specified,230.52,6.85,9.53,18.16,0.0,8.99,48.64,45.25,0.96,0.75,33.07,Indian Food Nutrition dataset provided by user
IND-0637,Cold lemon souffle,Indian Food,,India,Source basis not specified,169.87,5.89,15.62,9.78,0.0,13.88,46.35,55.03,0.53,8.65,31.24,Indian Food Nutrition dataset provided by user
IND-0638,Cold orange souffle,Indian Food,,India,Source basis not specified,173.19,5.94,16.27,9.82,0.11,14.42,46.53,55.45,0.57,10.08,33.8,Indian Food Nutrition dataset provided by user
IND-0639,Cold pineapple souffle,Indian Food,,India,Source basis not specified,181.22,6.23,16.85,10.39,0.0,14.99,49.38,57.13,0.54,1.88,30.3,Indian Food Nutrition dataset provided by user
IND-0640,Cold vanilla souffle,Indian Food,,India,Source basis not specified,179.54,6.22,16.29,10.32,0.0,14.49,49.09,62.47,0.52,1.3,30.71,Indian Food Nutrition dataset provided by user
IND-0641,Cold chocolate souffle,Indian Food,,India,Source basis not specified,187.53,6.37,17.22,10.86,0.0,15.31,47.77,62.91,0.68,1.3,32.45,Indian Food Nutrition dataset provided by user
IND-0642,Stewed fruit (with pear),Indian Food,,India,Source basis not specified,74.32,0.25,18.22,0.32,2.84,17.67,1.7,5.94,0.21,2.48,4.33,Indian Food Nutrition dataset provided by user
IND-0643,Apricot fool,Indian Food,,India,Source basis not specified,240.79,1.54,33.64,11.35,1.0,21.29,8.28,26.37,0.73,1.47,11.46,Indian Food Nutrition dataset provided by user
IND-0644,Pavlova,Indian Food,,India,Source basis not specified,200.6,1.84,21.84,12.29,0.06,20.37,26.34,23.0,0.25,23.78,19.18,Indian Food Nutrition dataset provided by user
IND-0645,Apple crumb pudding,Indian Food,,India,Source basis not specified,220.85,1.54,35.17,8.87,1.33,27.69,59.36,38.49,1.05,3.6,7.86,Indian Food Nutrition dataset provided by user
IND-0646,Steamed cake with chocolate sauce,Indian Food,,India,Source basis not specified,301.91,4.49,29.06,19.01,0.29,19.72,100.32,67.76,0.85,1.81,25.81,Indian Food Nutrition dataset provided by user
IND-0647,Hot lemon souffle,Indian Food,,India,Source basis not specified,155.25,5.29,16.31,7.93,0.14,12.07,47.75,48.77,0.55,12.93,20.7,Indian Food Nutrition dataset provided by user
IND-0648,Gulab jamun with milk powder,Indian Food,,India,Source basis not specified,471.15,0.85,28.24,40.15,0.05,27.04,67.28,26.13,0.13,0.41,4.56,Indian Food Nutrition dataset provided by user
IND-0649,Chum chum,Indian Food,,India,Source basis not specified,130.05,1.52,28.27,1.92,0.02,27.84,16.65,62.58,0.13,2.69,10.2,Indian Food Nutrition dataset provided by user
IND-0650,Dil bahar,Indian Food,,India,Source basis not specified,130.05,1.52,28.27,1.92,0.02,27.84,16.65,62.58,0.13,2.69,10.2,Indian Food Nutrition dataset provided by user
IND-0651,Rasbhari,Indian Food,,India,Source basis not specified,130.05,1.52,28.27,1.92,0.02,27.84,16.65,62.58,0.13,2.69,10.2,Indian Food Nutrition dataset provided by user
IND-0652,Rajbogh,Indian Food,,India,Source basis not specified,133.7,1.71,28.16,2.28,0.11,27.66,16.57,63.23,0.17,2.69,12.02,Indian Food Nutrition dataset provided by user
IND-0653,Rasgulla,Indian Food,,India,Source basis not specified,118.64,1.38,25.79,1.75,0.01,25.4,15.19,57.09,0.12,2.69,10.2,Indian Food Nutrition dataset provided by user
IND-0654,Rasmalai,Indian Food,,India,Source basis not specified,135.55,1.61,29.17,2.11,0.07,28.71,16.46,62.31,0.15,2.69,11.29,Indian Food Nutrition dataset provided by user
IND-0655,Khoa coconut burfi,Indian Food,,India,Source basis not specified,411.45,9.98,36.55,26.01,4.07,35.6,31.14,309.84,2.1,0.0,26.6,Indian Food Nutrition dataset provided by user
IND-0656,Danedar burfi,Indian Food,,India,Source basis not specified,102.68,3.24,12.33,4.72,0.09,11.98,23.31,107.53,0.24,3.36,9.75,Indian Food Nutrition dataset provided by user
IND-0657,Semolina burfi (Suji/Rava burfi),Indian Food,,India,Source basis not specified,348.67,3.47,47.1,16.86,2.8,28.67,8.33,14.86,1.01,0.0,3.21,Indian Food Nutrition dataset provided by user
IND-0658,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Indian Food,,India,Source basis not specified,186.18,1.75,17.02,12.66,4.29,16.11,8.95,21.76,0.79,3.02,11.48,Indian Food Nutrition dataset provided by user
IND-0659,Khoa ladoo,Indian Food,,India,Source basis not specified,396.02,12.21,34.43,24.09,3.08,33.37,31.71,358.61,2.25,0.02,27.31,Indian Food Nutrition dataset provided by user
IND-0660,Wheat and gram flour ladoo (Atta besan ladoo),Indian Food,,India,Source basis not specified,501.7,9.38,50.5,29.86,6.01,18.46,27.06,35.27,2.39,0.0,14.55,Indian Food Nutrition dataset provided by user
IND-0661,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Indian Food,,India,Source basis not specified,441.84,5.44,48.02,25.45,4.27,19.79,3.93,18.04,1.81,0.03,4.01,Indian Food Nutrition dataset provided by user
IND-0662,Sesame chickpeas brittle (Til aur channe ki chikki),Indian Food,,India,Source basis not specified,282.74,8.5,50.49,4.66,5.54,36.48,17.93,150.73,4.8,0.0,23.64,Indian Food Nutrition dataset provided by user
IND-0663,Murmura chikki,Indian Food,,India,Source basis not specified,253.82,2.12,59.59,0.32,0.37,48.27,15.03,63.3,3.3,0.0,2.16,Indian Food Nutrition dataset provided by user
IND-0664,Masala onion pakora/pakoda (Pyaaz ke pakode),Indian Food,,India,Source basis not specified,551.64,2.05,6.48,57.61,1.44,1.58,99.22,11.06,0.42,1.18,14.65,Indian Food Nutrition dataset provided by user
IND-0665,Masala green chilli pakora/pakoda (Hari mirch kay pakode),Indian Food,,India,Source basis not specified,668.76,2.22,5.55,71.01,1.34,0.27,120.9,8.58,0.47,3.84,12.67,Indian Food Nutrition dataset provided by user
IND-0666,Chicken pakora/pakoda,Indian Food,,India,Source basis not specified,590.09,6.03,4.55,60.98,0.96,0.22,103.23,9.08,0.51,0.14,11.46,Indian Food Nutrition dataset provided by user
IND-0667,Fish pakora/pakoda,Indian Food,,India,Source basis not specified,577.03,5.97,4.55,59.52,0.96,0.22,112.24,12.65,0.63,0.14,11.02,Indian Food Nutrition dataset provided by user
IND-0668,Paneer cutlet,Indian Food,,India,Source basis not specified,672.2,4.59,7.62,69.38,0.39,2.52,91.45,107.86,0.48,1.81,38.34,Indian Food Nutrition dataset provided by user
IND-0669,Sago cutlet/vadas (Sabudana cutlet/vadas),Indian Food,,India,Source basis not specified,558.76,0.56,11.23,56.97,0.54,0.1,48.17,5.43,0.38,13.39,9.09,Indian Food Nutrition dataset provided by user
IND-0670,Poshtik cutlet,Indian Food,,India,Source basis not specified,496.45,2.0,7.39,50.94,1.35,0.32,57.11,14.94,0.69,16.42,43.66,Indian Food Nutrition dataset provided by user
IND-0671,Egg cutlet (Anda cutlet),Indian Food,,India,Source basis not specified,575.02,2.45,5.77,60.25,0.58,0.2,79.4,16.22,0.56,11.07,22.05,Indian Food Nutrition dataset provided by user
IND-0672,Minced meat cutlet,Indian Food,,India,Source basis not specified,531.86,5.1,5.61,54.47,0.4,0.31,95.81,20.82,0.63,1.81,8.86,Indian Food Nutrition dataset provided by user
IND-0673,Vegetable samosa,Indian Food,,India,Source basis not specified,443.11,2.21,13.22,42.22,1.52,0.74,107.7,10.37,0.6,10.06,12.39,Indian Food Nutrition dataset provided by user
IND-0674,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Indian Food,,India,Source basis not specified,745.5,4.39,9.7,76.32,2.27,0.16,65.87,10.6,0.96,0.0,13.31,Indian Food Nutrition dataset provided by user
IND-0675,Masala urad dal vada,Indian Food,,India,Source basis not specified,703.78,4.32,9.93,71.62,2.71,0.7,61.49,11.87,1.0,2.05,15.89,Indian Food Nutrition dataset provided by user
IND-0676,Khaman (dhokla),Indian Food,,India,Source basis not specified,54.73,1.92,5.36,2.8,1.49,1.36,124.1,5.31,0.58,2.6,19.33,Indian Food Nutrition dataset provided by user
IND-0677,Instant dhokla,Indian Food,,India,Source basis not specified,207.11,7.66,24.11,9.37,3.57,6.86,763.98,66.58,1.05,2.7,22.87,Indian Food Nutrition dataset provided by user
IND-0678,Tomato ginger chutney (Tamatar adarak ki chutney),Indian Food,,India,Source basis not specified,44.66,1.05,9.11,0.32,2.14,6.31,209.42,23.63,1.08,3.65,2.29,Indian Food Nutrition dataset provided by user
IND-0679,Mint tomato chutney (Pudinay aur tamatar ki chutney),Indian Food,,India,Source basis not specified,43.65,1.53,8.22,0.36,2.63,5.48,183.98,47.59,2.06,4.07,4.94,Indian Food Nutrition dataset provided by user
IND-0680,Coriander chutney (Hare dhaniye ki chutney),Indian Food,,India,Source basis not specified,42.86,1.38,8.16,0.37,2.47,5.5,186.64,39.8,1.63,4.24,3.57,Indian Food Nutrition dataset provided by user
IND-0681,Gooseberry chutney (Amla chutney),Indian Food,,India,Source basis not specified,43.02,1.44,8.83,0.62,4.58,0.06,215.09,46.4,1.22,4.84,2.23,Indian Food Nutrition dataset provided by user
IND-0682,Walnut chutney (Akhrot ki chutney),Indian Food,,India,Source basis not specified,370.43,9.44,8.91,33.46,3.04,4.4,160.0,119.57,1.77,1.33,4.63,Indian Food Nutrition dataset provided by user
IND-0683,Saunth/Sonth chutney with ginger,Indian Food,,India,Source basis not specified,84.22,0.28,20.62,0.11,0.31,19.04,222.53,15.17,0.7,0.0,0.51,Indian Food Nutrition dataset provided by user
